"year","age","schooling","income","party","philosophy","legal","gender"
2008,36,13,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,37,9,"$25000 or more","Ind,near rep","Moderate",0,"Male"
2008,56,16,"$25000 or more","Not str republican","Slghtly conservative",1,"Male"
2008,29,18,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2008,62,2,"$25000 or more","Independent","Conservative",0,"Female"
2008,64,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,60,16,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,38,9,"$3000 to 3999","Independent","Moderate",0,"Female"
2008,33,13,"$20000 - 24999","Strong democrat","Moderate",0,"Male"
2008,28,6,"$10000 - 14999","Independent","Moderate",0,"Male"
2008,40,15,"$25000 or more","Independent","Moderate",0,"Male"
2008,20,12,"$1000 to 2999","Strong democrat","Extrmly conservative",0,"Female"
2008,22,12,"Lt $1000","Independent","Extremely liberal",1,"Female"
2008,23,11,"$1000 to 2999","Independent","Liberal",1,"Female"
2008,31,13,"$20000 - 24999","Not str democrat","Extremely liberal",0,"Female"
2008,50,12,"$25000 or more","Strong democrat","Slghtly conservative",0,"Male"
2008,28,16,"$25000 or more","Strong democrat","Slghtly conservative",0,"Female"
2008,39,16,"$25000 or more","Independent","Slghtly conservative",0,"Male"
2008,48,13,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,65,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,43,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,52,19,"Refused","Independent","Moderate",0,"Male"
2008,29,16,"$25000 or more","Independent","Slightly liberal",1,"Male"
2008,24,17,"$3000 to 3999","Strong democrat","Liberal",1,"Female"
2008,42,11,"$20000 - 24999","Independent","Slightly liberal",1,"Female"
2008,42,8,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,71,18,"$25000 or more","Independent","Moderate",0,"Female"
2008,62,12,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,46,15,"$25000 or more","Ind,near rep","Extrmly conservative",1,"Male"
2008,31,14,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
2008,57,9,"$10000 - 14999","Ind,near dem","Liberal",1,"Female"
2008,57,16,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,38,18,"$25000 or more","Not str republican","Moderate",1,"Female"
2008,45,18,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,65,20,"$25000 or more","Not str republican","Slghtly conservative",1,"Male"
2008,37,20,"$25000 or more","Not str democrat","Liberal",0,"Female"
2008,35,16,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,71,12,"$15000 - 19999","Strong democrat","Slightly liberal",0,"Female"
2008,22,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,27,16,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2008,50,16,"Refused","Ind,near dem","Moderate",0,"Female"
2008,19,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,53,12,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,26,8,"$20000 - 24999","Strong democrat","Slightly liberal",1,"Male"
2008,37,18,"Refused","Strong republican","Conservative",0,"Female"
2008,32,14,"$15000 - 19999","Ind,near dem","Moderate",0,"Female"
2008,63,12,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,33,12,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,62,12,"$10000 - 14999","Not str democrat","Moderate",1,"Female"
2008,78,13,"$25000 or more","Independent","Slghtly conservative",0,"Male"
2008,58,13,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,26,14,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,68,16,"$25000 or more","Ind,near rep","Moderate",1,"Female"
2008,20,14,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,29,12,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,37,17,"$20000 - 24999","Ind,near dem","Slghtly conservative",0,"Female"
2008,36,9,"$15000 - 19999","Independent","Moderate",0,"Female"
2008,53,12,"$25000 or more","Not str democrat","Moderate",1,"Female"
2008,64,12,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
2008,64,16,"$25000 or more","Strong republican","Conservative",1,"Female"
2008,52,17,"$25000 or more","Not str republican","Conservative",0,"Female"
2008,44,12,"$25000 or more","Not str democrat","Liberal",1,"Male"
2008,33,15,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,23,12,"$1000 to 2999","Independent","Slightly liberal",0,"Female"
2008,70,12,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2008,36,16,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Female"
2008,35,18,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2008,35,17,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,47,12,"$25000 or more","Not str republican","Moderate",0,"Male"
2008,82,12,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
2008,69,13,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,52,16,"$25000 or more","Not str republican","Conservative",1,"Male"
2008,53,12,"$25000 or more","Ind,near dem","Slghtly conservative",1,"Male"
2008,67,15,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,53,16,"$25000 or more","Ind,near dem","Liberal",1,"Male"
2008,46,19,"$25000 or more","Independent","Moderate",0,"Male"
2008,23,14,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
2008,62,16,"Refused","Independent","Moderate",1,"Male"
2008,34,5,"$25000 or more","Strong democrat","Liberal",0,"Male"
2008,26,12,"$15000 - 19999","Not str republican","Slightly liberal",0,"Male"
2008,54,14,"Refused","Strong republican","Conservative",0,"Male"
2008,41,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,67,15,"Refused","Strong republican","Conservative",0,"Male"
2008,34,16,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,71,16,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,74,12,"$25000 or more","Ind,near dem","Moderate",1,"Female"
2008,56,13,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,56,13,"$25000 or more","Strong republican","Conservative",1,"Male"
2008,27,13,"$25000 or more","Strong democrat","Slghtly conservative",0,"Male"
2008,41,17,"$25000 or more","Strong democrat","Extremely liberal",1,"Male"
2008,59,18,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,52,12,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
2008,64,12,"$25000 or more","Not str republican","Extrmly conservative",0,"Male"
2008,69,12,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,56,12,"$25000 or more","Strong republican","Moderate",0,"Female"
2008,59,12,"$25000 or more","Strong republican","Slghtly conservative",1,"Male"
2008,56,14,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,47,10,"$1000 to 2999","Ind,near dem","Conservative",1,"Male"
2008,56,15,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,41,16,"$25000 or more","Independent","Liberal",1,"Female"
2008,38,18,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,87,8,"$20000 - 24999","Not str republican","Moderate",0,"Female"
2008,76,3,"$25000 or more","Strong republican","Slghtly conservative",1,"Female"
2008,54,14,"$25000 or more","Strong democrat","Moderate",1,"Male"
2008,41,11,"$10000 - 14999","Not str democrat","Slghtly conservative",1,"Male"
2008,72,12,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,22,15,"$25000 or more","Ind,near rep","Moderate",0,"Male"
2008,23,14,"$25000 or more","Not str democrat","Moderate",1,"Female"
2008,69,4,"$15000 - 19999","Strong democrat","Conservative",0,"Female"
2008,34,16,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2008,46,19,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,20,12,"$4000 to 4999","Ind,near rep","Slightly liberal",1,"Female"
2008,31,14,"Refused","Independent","Moderate",1,"Male"
2008,25,14,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,41,20,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,24,18,"$25000 or more","Ind,near dem","Moderate",0,"Female"
2008,28,20,"$25000 or more","Independent","Slightly liberal",1,"Female"
2008,34,19,"$25000 or more","Ind,near dem","Liberal",0,"Male"
2008,49,14,"$10000 - 14999","Strong democrat","Liberal",1,"Female"
2008,37,11,"$15000 - 19999","Independent","Moderate",0,"Female"
2008,26,11,"$10000 - 14999","Ind,near dem","Extremely liberal",1,"Male"
2008,28,14,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,40,16,"Refused","Not str republican","Moderate",0,"Male"
2008,45,14,"Refused","Not str republican","Conservative",0,"Female"
2008,45,19,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,48,16,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,43,18,"$25000 or more","Not str democrat","Liberal",1,"Male"
2008,23,16,"$25000 or more","Ind,near rep","Extrmly conservative",1,"Male"
2008,34,12,"$25000 or more","Not str democrat","Extremely liberal",1,"Female"
2008,23,16,"$10000 - 14999","Ind,near rep","Slightly liberal",0,"Male"
2008,41,16,"$25000 or more","Strong democrat","Slightly liberal",0,"Female"
2008,52,14,"$25000 or more","Other party","Conservative",0,"Female"
2008,44,20,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,48,16,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,53,9,"$7000 to 7999","Ind,near dem","Moderate",1,"Male"
2008,81,17,"Refused","Ind,near dem","Slightly liberal",0,"Male"
2008,44,15,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,22,14,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,21,14,"$15000 - 19999","Strong democrat","Liberal",0,"Female"
2008,38,16,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
2008,33,12,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,47,18,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,74,19,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2008,25,16,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,50,14,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,48,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,51,12,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,73,12,"$20000 - 24999","Independent","Moderate",0,"Female"
2008,48,12,"$3000 to 3999","Strong democrat","Moderate",0,"Female"
2008,44,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,43,12,"$25000 or more","Strong republican","Extrmly conservative",1,"Male"
2008,27,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,48,12,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,65,12,"$10000 - 14999","Strong republican","Conservative",0,"Male"
2008,48,16,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,43,11,"Refused","Independent","Moderate",1,"Male"
2008,42,12,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,45,16,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,49,12,"$1000 to 2999","Not str democrat","Slightly liberal",1,"Female"
2008,32,14,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,34,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2008,28,16,"$25000 or more","Strong republican","Conservative",1,"Female"
2008,64,16,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,26,12,"$3000 to 3999","Strong democrat","Moderate",0,"Female"
2008,31,11,"$8000 to 9999","Strong democrat","Moderate",0,"Male"
2008,36,16,"$20000 - 24999","Other party","Extremely liberal",1,"Male"
2008,27,11,"$25000 or more","Not str republican","Slghtly conservative",1,"Male"
2008,39,15,"$25000 or more","Independent","Slightly liberal",1,"Male"
2008,67,18,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,37,16,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,51,17,"$25000 or more","Independent","Slghtly conservative",1,"Female"
2008,45,12,"$25000 or more","Strong republican","Slightly liberal",1,"Female"
2008,49,14,"$25000 or more","Strong democrat","Slightly liberal",1,"Male"
2008,48,12,"$25000 or more","Independent","Moderate",0,"Male"
2008,42,12,"$10000 - 14999","Strong democrat","Slghtly conservative",1,"Female"
2008,44,16,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
2008,52,14,"$25000 or more","Independent","Moderate",1,"Male"
2008,69,18,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2008,46,16,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2008,19,11,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,46,14,"$25000 or more","Ind,near dem","Moderate",1,"Female"
2008,77,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,18,11,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2008,53,9,"$10000 - 14999","Strong democrat","Conservative",0,"Male"
2008,53,20,"Lt $1000","Independent","Extremely liberal",1,"Male"
2008,21,15,"$3000 to 3999","Independent","Slightly liberal",1,"Female"
2008,47,14,"$8000 to 9999","Ind,near rep","Conservative",0,"Male"
2008,43,20,"$25000 or more","Strong democrat","Extremely liberal",1,"Female"
2008,23,13,"Refused","Independent","Slightly liberal",1,"Female"
2008,79,14,"$25000 or more","Ind,near dem","Liberal",1,"Female"
2008,32,13,"$15000 - 19999","Independent","Slightly liberal",1,"Female"
2008,29,14,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,35,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,33,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,46,12,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,20,13,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,25,16,"$25000 or more","Ind,near dem","Moderate",0,"Female"
2008,54,16,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,31,11,"$15000 - 19999","Strong democrat","Liberal",0,"Female"
2008,63,14,"$25000 or more","Independent","Moderate",1,"Female"
2008,38,12,"$15000 - 19999","Independent","Moderate",0,"Male"
2008,25,12,"$15000 - 19999","Not str democrat","Slightly liberal",0,"Female"
2008,60,17,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,39,14,"$25000 or more","Strong democrat","Slightly liberal",0,"Female"
2008,48,18,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,54,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,50,12,"$25000 or more","Strong republican","Extremely liberal",0,"Female"
2008,74,12,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,76,12,"Refused","Strong democrat","Moderate",1,"Female"
2008,67,12,"$25000 or more","Strong democrat","Moderate",1,"Male"
2008,35,12,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,80,14,"$25000 or more","Strong democrat","Moderate",1,"Male"
2008,67,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,21,14,"$10000 - 14999","Independent","Moderate",1,"Male"
2008,79,14,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,31,13,"$25000 or more","Independent","Moderate",1,"Female"
2008,54,18,"$25000 or more","Not str democrat","Liberal",1,"Female"
2008,65,13,"Refused","Ind,near dem","Moderate",0,"Male"
2008,69,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
2008,39,15,"$25000 or more","Ind,near rep","Moderate",1,"Female"
2008,51,12,"$25000 or more","Not str democrat","Moderate",1,"Female"
2008,38,13,"$25000 or more","Strong democrat","Slightly liberal",1,"Female"
2008,51,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,25,13,"$10000 - 14999","Other party","Moderate",1,"Male"
2008,54,12,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,43,16,"$15000 - 19999","Strong democrat","Liberal",0,"Female"
2008,28,13,"$20000 - 24999","Strong democrat","Moderate",0,"Female"
2008,40,11,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,20,12,"$25000 or more","Other party","Slightly liberal",1,"Male"
2008,80,12,"$15000 - 19999","Strong democrat","Slghtly conservative",0,"Female"
2008,38,14,"$20000 - 24999","Strong democrat","Moderate",1,"Female"
2008,65,10,"$25000 or more","Independent","Conservative",1,"Male"
2008,71,12,"Refused","Strong democrat","Moderate",0,"Male"
2008,28,13,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,57,10,"$25000 or more","Strong republican","Slghtly conservative",1,"Male"
2008,56,20,"$25000 or more","Ind,near rep","Moderate",0,"Male"
2008,26,12,"$25000 or more","Strong democrat","Moderate",1,"Male"
2008,67,12,"$20000 - 24999","Not str republican","Slghtly conservative",0,"Male"
2008,67,7,"$20000 - 24999","Independent","Slghtly conservative",0,"Female"
2008,27,13,"$25000 or more","Not str democrat","Liberal",1,"Male"
2008,48,12,"$25000 or more","Independent","Liberal",0,"Female"
2008,25,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,48,11,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2008,64,16,"Refused","Not str republican","Conservative",0,"Male"
2008,62,12,"Refused","Not str republican","Slghtly conservative",0,"Male"
2008,57,12,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
2008,55,14,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2008,45,12,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,70,12,"$25000 or more","Strong republican","Extrmly conservative",1,"Female"
2008,83,12,"$20000 - 24999","Ind,near dem","Moderate",0,"Female"
2008,69,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,80,18,"$25000 or more","Strong republican","Conservative",1,"Female"
2008,51,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,22,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,36,12,"$25000 or more","Ind,near rep","Extrmly conservative",0,"Male"
2008,29,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,68,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,50,15,"$25000 or more","Strong democrat","Extremely liberal",1,"Female"
2008,80,17,"$25000 or more","Strong democrat","Slghtly conservative",0,"Male"
2008,31,12,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,34,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,47,20,"$25000 or more","Other party","Extremely liberal",1,"Male"
2008,48,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,25,12,"$20000 - 24999","Ind,near rep","Moderate",0,"Female"
2008,64,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,86,8,"$1000 to 2999","Independent","Conservative",0,"Female"
2008,23,11,"$3000 to 3999","Independent","Moderate",0,"Female"
2008,46,16,"$1000 to 2999","Independent","Slightly liberal",0,"Male"
2008,22,16,"Lt $1000","Strong democrat","Liberal",0,"Female"
2008,41,18,"$20000 - 24999","Not str republican","Moderate",0,"Female"
2008,44,10,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,46,12,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,51,14,"$25000 or more","Ind,near rep","Moderate",1,"Female"
2008,78,11,"$7000 to 7999","Strong democrat","Liberal",1,"Female"
2008,27,13,"Refused","Strong republican","Conservative",0,"Female"
2008,33,0,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
2008,38,12,"$15000 - 19999","Not str democrat","Moderate",0,"Female"
2008,73,16,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,46,18,"$10000 - 14999","Ind,near dem","Liberal",1,"Male"
2008,55,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,40,18,"Refused","Not str republican","Slghtly conservative",0,"Male"
2008,27,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,79,12,"$25000 or more","Ind,near rep","Extrmly conservative",0,"Male"
2008,19,14,"$10000 - 14999","Strong democrat","Conservative",1,"Female"
2008,45,12,"$20000 - 24999","Strong democrat","Moderate",1,"Male"
2008,57,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,33,15,"$15000 - 19999","Ind,near dem","Liberal",1,"Female"
2008,54,18,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2008,50,12,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,22,11,"$25000 or more","Independent","Slghtly conservative",1,"Male"
2008,76,20,"Refused","Strong republican","Conservative",1,"Male"
2008,56,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,50,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,38,16,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,70,20,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,39,15,"Refused","Strong democrat","Liberal",1,"Male"
2008,70,7,"$7000 to 7999","Not str democrat","Conservative",0,"Male"
2008,62,15,"$10000 - 14999","Strong democrat","Extremely liberal",1,"Male"
2008,37,16,"$25000 or more","Ind,near rep","Moderate",1,"Female"
2008,77,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,78,11,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,29,18,"$25000 or more","Not str democrat","Liberal",1,"Female"
2008,33,12,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,39,13,"$25000 or more","Strong republican","Moderate",1,"Male"
2008,74,16,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,31,13,"Refused","Not str republican","Moderate",0,"Male"
2008,41,12,"$25000 or more","Not str republican","Slghtly conservative",1,"Male"
2008,75,12,"Refused","Ind,near rep","Moderate",0,"Male"
2008,46,18,"$25000 or more","Ind,near rep","Slightly liberal",0,"Female"
2008,37,11,"$15000 - 19999","Not str republican","Conservative",0,"Female"
2008,74,12,"$25000 or more","Not str republican","Slghtly conservative",1,"Female"
2008,48,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,38,12,"$25000 or more","Strong democrat","Liberal",0,"Male"
2008,55,12,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,38,11,"$20000 - 24999","Independent","Moderate",0,"Male"
2008,59,18,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,62,12,"$25000 or more","Strong democrat","Conservative",1,"Female"
2008,39,19,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2008,49,10,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,57,19,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,67,16,"$25000 or more","Ind,near dem","Moderate",0,"Female"
2008,62,17,"$25000 or more","Independent","Moderate",1,"Male"
2008,52,12,"$25000 or more","Independent","Slightly liberal",1,"Male"
2008,44,13,"$25000 or more","Ind,near dem","Liberal",0,"Female"
2008,54,16,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
2008,85,12,"$1000 to 2999","Strong democrat","Moderate",1,"Female"
2008,76,15,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,82,12,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,61,12,"$20000 - 24999","Independent","Moderate",1,"Male"
2008,31,13,"$25000 or more","Strong democrat","Slightly liberal",0,"Female"
2008,70,20,"$25000 or more","Other party","Extremely liberal",1,"Male"
2008,61,17,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Female"
2008,65,10,"$15000 - 19999","Not str democrat","Moderate",1,"Male"
2008,57,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
2008,29,12,"Refused","Strong democrat","Conservative",0,"Male"
2008,59,15,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2008,27,18,"$3000 to 3999","Ind,near rep","Slghtly conservative",1,"Male"
2008,26,16,"$25000 or more","Not str republican","Conservative",0,"Female"
2008,77,19,"Refused","Strong democrat","Liberal",0,"Male"
2008,56,14,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,39,12,"$15000 - 19999","Not str democrat","Slghtly conservative",0,"Male"
2008,45,12,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2008,61,13,"$8000 to 9999","Ind,near dem","Moderate",1,"Female"
2008,35,13,"$25000 or more","Not str republican","Conservative",1,"Male"
2008,27,14,"$25000 or more","Strong democrat","Conservative",0,"Female"
2008,38,12,"$25000 or more","Not str democrat","Liberal",0,"Male"
2008,82,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,42,10,"$25000 or more","Not str republican","Conservative",1,"Male"
2008,72,19,"$10000 - 14999","Independent","Moderate",0,"Male"
2008,47,12,"$25000 or more","Not str republican","Moderate",1,"Male"
2008,72,12,"$20000 - 24999","Not str republican","Slghtly conservative",1,"Male"
2008,65,12,"$25000 or more","Ind,near rep","Conservative",0,"Female"
2008,23,13,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,57,12,"$15000 - 19999","Independent","Moderate",0,"Female"
2008,75,14,"Refused","Ind,near dem","Moderate",1,"Female"
2008,37,12,"$25000 or more","Ind,near rep","Moderate",0,"Female"
2008,85,13,"$15000 - 19999","Ind,near dem","Slghtly conservative",0,"Male"
2008,50,16,"$1000 to 2999","Strong republican","Conservative",1,"Female"
2008,73,12,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,60,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,67,16,"Refused","Not str republican","Moderate",1,"Male"
2008,70,16,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,74,16,"$25000 or more","Strong republican","Conservative",1,"Male"
2008,44,16,"$25000 or more","Strong democrat","Slightly liberal",0,"Female"
2008,59,14,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,39,14,"$25000 or more","Not str republican","Conservative",1,"Female"
2008,61,12,"$25000 or more","Ind,near rep","Conservative",1,"Female"
2008,23,11,"$15000 - 19999","Independent","Conservative",1,"Female"
2008,43,12,"$25000 or more","Not str republican","Moderate",1,"Male"
2008,64,12,"$10000 - 14999","Ind,near dem","Liberal",1,"Female"
2008,42,13,"$10000 - 14999","Not str democrat","Extrmly conservative",0,"Female"
2008,60,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,51,16,"$5000 to 5999","Not str democrat","Moderate",0,"Female"
2008,26,16,"$15000 - 19999","Strong democrat","Moderate",1,"Female"
2008,66,12,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,56,12,"$4000 to 4999","Strong democrat","Slightly liberal",0,"Male"
2008,71,18,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,55,13,"$15000 - 19999","Strong democrat","Slghtly conservative",0,"Female"
2008,31,13,"$8000 to 9999","Not str democrat","Conservative",0,"Female"
2008,34,18,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,37,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,50,16,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,47,12,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
2008,25,12,"$10000 - 14999","Strong democrat","Conservative",1,"Female"
2008,48,10,"Refused","Strong democrat","Extrmly conservative",1,"Female"
2008,46,11,"Refused","Not str democrat","Slightly liberal",0,"Male"
2008,31,18,"$15000 - 19999","Not str democrat","Moderate",0,"Male"
2008,37,16,"Refused","Not str republican","Slghtly conservative",0,"Female"
2008,38,20,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2008,40,13,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
2008,35,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,46,9,"$15000 - 19999","Strong democrat","Extremely liberal",0,"Male"
2008,22,10,"$25000 or more","Strong democrat","Slightly liberal",1,"Female"
2008,35,12,"$20000 - 24999","Strong democrat","Slghtly conservative",0,"Female"
2008,30,19,"$25000 or more","Strong democrat","Extremely liberal",1,"Female"
2008,54,20,"$25000 or more","Independent","Moderate",0,"Female"
2008,80,14,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,36,12,"$25000 or more","Strong democrat","Moderate",1,"Male"
2008,67,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
