YEAR,PLAYERID,NAMElast,NAMEfirst,TEAM,LG,AVG,OBP,SLG,EXP,PAYR,MLAVG,MLOBP,MLSLG,AVGcumLag1,OBPcumLag1,SLGcumLag1,G,YRINDEX
1990,tettlmi01,Tettleton,Mickey,BAL,AL,0.223,0.376,0.381,7,409,0.263,0.33,0.394,0.24,0.339,0.413,135,32
1999,thomafr04,Thomas,Frank,CHA,AL,0.305,0.414,0.471,10,565,0.277,0.351,0.445,0.321,0.443,0.584,135,41
1990,thompmi02,Thompson,Milt,SLN,NL,0.218,0.292,0.328,7,318,0.263,0.33,0.394,0.289,0.343,0.383,135,32
1967,torrejo01,Torre,Joe,ATL,NL,0.277,0.345,0.444,7,517,0.251,0.317,0.373,0.3,0.361,0.478,135,9
2002,valenjo03,Valentin,Jose,CHA,AL,0.249,0.311,0.479,10,455,0.266,0.337,0.426,0.247,0.328,0.444,135,44
1995,venturo01,Ventura,Robin,CHA,AL,0.295,0.384,0.498,6,549,0.272,0.344,0.427,0.271,0.363,0.414,135,37
1965,virdobi01,Virdon,Bill,PIT,NL,0.279,0.322,0.37,7,501,0.255,0.322,0.389,0.256,0.309,0.357,135,7
1995,vizcajo01,Vizcaino,Jose,NYN,NL,0.287,0.332,0.365,6,363,0.272,0.344,0.427,0.262,0.309,0.329,135,37
1967,wagnele01,Wagner,Leon,CLE,AL,0.242,0.317,0.386,9,427,0.251,0.317,0.373,0.273,0.34,0.467,135,9
1989,whitefr01,White,Frank,KCA,AL,0.256,0.307,0.328,17,465,0.259,0.325,0.384,0.257,0.293,0.389,135,31
1998,willima04,Williams,Matt,ARI,NL,0.267,0.327,0.439,12,446,0.271,0.341,0.43,0.264,0.312,0.497,135,40
1978,wynegbu01,Wynegar,Butch,MIN,AL,0.229,0.307,0.308,3,385,0.262,0.329,0.387,0.261,0.35,0.367,135,20
2003,younger01,Young,Eric,MIL->SFN,NL->NL,0.251,0.336,0.392,12,507,0.269,0.339,0.432,0.288,0.362,0.393,135,45
1980,ziskri01,Zisk,Richie,TEX,AL,0.29,0.344,0.46,9,478,0.269,0.332,0.396,0.287,0.356,0.467,135,22
1973,alomasa01,Alomar Sr.,Sandy,CAL,AL,0.238,0.288,0.257,10,339,0.262,0.331,0.387,0.246,0.291,0.288,136,15
2001,aloumo01,Alou,Moises,HOU,NL,0.331,0.396,0.554,9,552,0.269,0.338,0.437,0.303,0.369,0.52,136,43
1963,asprobo01,Aspromonte,Bob,HOU,NL,0.214,0.276,0.306,4,397,0.255,0.319,0.389,0.257,0.317,0.359,136,5
2004,baldero01,Baldelli,Rocco,TBA,AL,0.28,0.326,0.436,2,622,0.272,0.342,0.439,0.289,0.326,0.416,136,46
1984,berrada01,Berra,Dale,PIT,NL,0.222,0.273,0.318,7,280,0.265,0.328,0.393,0.242,0.301,0.353,136,26
1973,berryke01,Berry,Ken,CAL,AL,0.284,0.327,0.342,9,407,0.262,0.331,0.387,0.253,0.308,0.349,136,15
1960,blasido01,Blasingame,Don,SFN,NL,0.235,0.302,0.3,2,483,0.265,0.335,0.407,0.289,0.361,0.359,136,2
1975,bowala01,Bowa,Larry,PHI,NL,0.305,0.334,0.377,6,560,0.262,0.333,0.383,0.25,0.285,0.304,136,17
1966,boyerke01,Boyer,Ken,NYN,NL,0.266,0.304,0.415,8,529,0.257,0.32,0.392,0.296,0.368,0.484,136,8
1975,braunst01,Braun,Steve,MIN,AL,0.302,0.389,0.428,5,285,0.262,0.333,0.383,0.277,0.37,0.375,136,17
1975,brocklo01,Brock,Lou,SLN,NL,0.309,0.359,0.4,14,622,0.262,0.333,0.383,0.294,0.346,0.422,136,17
1988,brookto01,Brookens,Tom,DET,AL,0.243,0.313,0.351,10,350,0.259,0.324,0.387,0.246,0.294,0.371,136,30
1976,cardejo02,Cardenal,Jose,CHN,NL,0.299,0.339,0.401,12,479,0.26,0.325,0.369,0.275,0.332,0.399,136,18
1999,carusmi01,Caruso,Mike,CHA,AL,0.25,0.28,0.297,2,374,0.277,0.351,0.445,0.306,0.331,0.39,136,41
2000,castilu01,Castillo,Luis,FLO,NL,0.334,0.418,0.388,5,488,0.276,0.351,0.448,0.266,0.346,0.319,136,42
1962,colemgo01,Coleman,Gordy,CIN,NL,0.277,0.331,0.485,3,324,0.268,0.337,0.412,0.286,0.335,0.471,136,4
1979,cowenal01,Cowens,Al,KCA,AL,0.295,0.345,0.409,6,462,0.27,0.335,0.406,0.279,0.326,0.402,136,21
1985,davisch01,Davis,Chili,SFN,NL,0.27,0.349,0.412,4,554,0.262,0.329,0.4,0.268,0.324,0.42,136,27
1983,diazbo01,Diaz,Bo,PHI,NL,0.236,0.295,0.367,6,293,0.266,0.33,0.398,0.27,0.309,0.42,136,25
1995,fieldce01,Fielder,Cecil,DET,AL,0.243,0.346,0.472,10,457,0.272,0.344,0.427,0.259,0.345,0.501,136,37
1979,foliti01,Foli,Tim,NYN->PIT,NL->NL,0.288,0.33,0.34,9,427,0.27,0.335,0.406,0.244,0.279,0.305,136,21
1966,freehbi01,Freehan,Bill,DET,AL,0.234,0.294,0.352,4,490,0.257,0.32,0.392,0.265,0.331,0.401,136,8
1976,garrra01,Garr,Ralph,CHA,AL,0.3,0.322,0.387,7,490,0.26,0.325,0.369,0.317,0.35,0.429,136,18
1964,gentiji01,Gentile,Jim,KC1,AL,0.251,0.372,0.465,5,490,0.261,0.324,0.396,0.272,0.379,0.512,136,6
1990,gladdda01,Gladden,Dan,MIN,AL,0.275,0.314,0.376,8,447,0.263,0.33,0.394,0.276,0.334,0.385,136,32
2002,grievbe01,Grieve,Ben,TBA,AL,0.251,0.353,0.432,6,465,0.266,0.337,0.426,0.276,0.371,0.454,136,44
1990,guerrpe01,Guerrero,Pedro,SLN,NL,0.281,0.334,0.426,12,436,0.263,0.33,0.394,0.308,0.381,0.504,136,32
1968,hartji01,Hart,Jim Ray,SFN,NL,0.258,0.323,0.444,5,384,0.246,0.31,0.356,0.289,0.352,0.499,136,10
1993,hatchbi01,Hatcher,Billy,BOS,AL,0.287,0.336,0.4,9,427,0.27,0.338,0.413,0.263,0.312,0.362,136,35
1979,hebneri01,Hebner,Richie,NYN,NL,0.268,0.354,0.393,11,410,0.27,0.335,0.406,0.278,0.355,0.45,136,21
1990,henderi01,Henderson,Rickey,OAK,AL,0.325,0.439,0.577,12,533,0.263,0.33,0.394,0.29,0.4,0.429,136,32
2001,hernara02,Hernandez,Ramon,OAK,AL,0.254,0.316,0.408,3,424,0.269,0.338,0.437,0.25,0.324,0.389,136,43
2002,hernara02,Hernandez,Ramon,OAK,AL,0.233,0.313,0.335,4,424,0.266,0.337,0.426,0.252,0.321,0.398,136,44
1962,howarel01,Howard,Elston,NYA,AL,0.279,0.318,0.474,4,442,0.268,0.337,0.412,0.293,0.334,0.47,136,4
1991,jeffegr01,Jefferies,Gregg,NYN,NL,0.272,0.336,0.374,4,467,0.26,0.329,0.394,0.277,0.331,0.432,136,33
1974,johnsda02,Johnson,Davey,ATL,NL,0.251,0.358,0.39,9,453,0.261,0.329,0.377,0.261,0.336,0.401,136,16
1971,jonescl01,Jones,Cleon,NYN,NL,0.319,0.382,0.473,7,392,0.259,0.328,0.382,0.283,0.34,0.406,136,13
2003,jonesja04,Jones,Jacque,MIN,AL,0.304,0.333,0.464,5,531,0.269,0.339,0.432,0.288,0.331,0.465,136,45
1970,kellypa01,Kelly,Pat,KCA,AL,0.235,0.347,0.314,2,383,0.264,0.337,0.404,0.252,0.337,0.377,136,12
1995,kellyro01,Kelly,Roberto,MON->LAN,NL->NL,0.278,0.312,0.373,9,372,0.272,0.344,0.427,0.286,0.337,0.42,136,37
1995,knoblch01,Knoblauch,Chuck,MIN,AL,0.333,0.424,0.487,5,614,0.272,0.344,0.427,0.291,0.367,0.373,136,37
1989,larkige01,Larkin,Gene,MIN,AL,0.267,0.353,0.368,3,379,0.259,0.325,0.384,0.267,0.359,0.382,136,31
1984,lawru01,Law,Rudy,CHA,AL,0.251,0.309,0.345,4,438,0.265,0.328,0.393,0.285,0.335,0.365,136,26
1967,lefebji01,Lefebvre,Jim,LAN,NL,0.261,0.322,0.366,3,422,0.251,0.317,0.373,0.262,0.335,0.415,136,9
1984,leonaje01,Leonard,Jeffrey,SFN,NL,0.302,0.357,0.484,6,456,0.265,0.328,0.393,0.272,0.327,0.413,136,26
1993,lindjo01,Lind,Jose,KCA,AL,0.248,0.271,0.288,7,437,0.27,0.338,0.413,0.255,0.298,0.319,136,35
1960,loganjo01,Logan,Johnny,ML1,NL,0.245,0.309,0.334,2,287,0.265,0.335,0.407,0.291,0.369,0.411,136,2
1987,lombast01,Lombardozzi,Steve,MIN,AL,0.238,0.298,0.352,3,235,0.268,0.337,0.425,0.243,0.321,0.361,136,29
1960,marisro01,Maris,Roger,NYA,AL,0.283,0.371,0.581,2,478,0.265,0.335,0.407,0.273,0.359,0.464,136,2
1971,mayswi01,Mays,Willie,SFN,NL,0.271,0.425,0.482,13,567,0.259,0.328,0.382,0.3,0.378,0.557,136,13
1968,mccrato01,McCraw,Tommy,CHA,AL,0.235,0.293,0.375,6,335,0.246,0.31,0.356,0.243,0.303,0.356,136,10
1974,meltobi01,Melton,Bill,CHA,AL,0.242,0.326,0.404,7,454,0.261,0.329,0.377,0.264,0.342,0.452,136,16
1974,millafe01,Millan,Felix,NYN,NL,0.268,0.317,0.311,9,517,0.261,0.329,0.377,0.282,0.321,0.349,136,16
1975,mondari01,Monday,Rick,CHN,NL,0.267,0.373,0.446,9,395,0.262,0.333,0.383,0.267,0.363,0.433,136,17
1977,montawi01,Montanez,Willie,ATL,NL,0.287,0.328,0.458,7,533,0.268,0.334,0.409,0.282,0.336,0.414,136,19
1977,moralje01,Morales,Jerry,CHN,NL,0.29,0.348,0.447,8,355,0.268,0.334,0.409,0.264,0.319,0.387,136,19
1971,northji01,Northrup,Jim,DET,AL,0.27,0.355,0.442,7,473,0.259,0.328,0.382,0.266,0.329,0.442,136,13
1979,oliveal01,Oliver,Al,TEX,AL,0.323,0.367,0.47,11,574,0.27,0.335,0.406,0.299,0.337,0.458,136,21
1972,patekfr01,Patek,Freddie,KCA,AL,0.212,0.28,0.276,5,438,0.253,0.321,0.37,0.253,0.318,0.336,136,14
1975,patekfr01,Patek,Freddie,KCA,AL,0.228,0.291,0.308,8,438,0.262,0.333,0.383,0.238,0.311,0.317,136,17
2001,perezne01,Perez,Neifi,COL->KCA,NL->AL,0.279,0.309,0.396,5,554,0.269,0.338,0.437,0.279,0.311,0.405,136,43
1972,perezto01,Perez,Tony,CIN,NL,0.283,0.349,0.497,8,493,0.253,0.321,0.37,0.285,0.343,0.481,136,14
1990,pettiga01,Pettis,Gary,TEX,AL,0.239,0.333,0.336,8,417,0.263,0.33,0.394,0.239,0.331,0.311,136,32
2000,piazzmi01,Piazza,Mike,NYN,NL,0.324,0.398,0.614,9,503,0.276,0.351,0.448,0.328,0.391,0.575,136,42
1972,pinsova01,Pinson,Vada,CAL,AL,0.275,0.321,0.376,14,603,0.253,0.321,0.37,0.291,0.333,0.459,136,14
1977,randlle01,Randle,Len,NYN,NL,0.304,0.383,0.404,7,364,0.268,0.334,0.409,0.253,0.308,0.321,136,19
1978,robinbi02,Robinson,Bill,PIT,NL,0.246,0.296,0.411,10,313,0.262,0.329,0.387,0.259,0.299,0.434,136,20
1963,rolliri01,Rollins,Rich,MIN,AL,0.307,0.359,0.444,2,403,0.255,0.319,0.389,0.298,0.375,0.426,136,5
1965,rosebjo01,Roseboro,Johnny,LAN,NL,0.233,0.289,0.311,7,415,0.255,0.322,0.389,0.246,0.33,0.385,136,7
1964,rosepe01,Rose,Pete,CIN,NL,0.269,0.319,0.326,2,659,0.261,0.324,0.396,0.273,0.334,0.371,136,6
1998,salmoti01,Salmon,Tim,ANA,AL,0.3,0.41,0.533,7,523,0.271,0.341,0.43,0.293,0.392,0.527,136,40
1972,sanguma01,Sanguillen,Manny,PIT,NL,0.298,0.322,0.404,5,412,0.253,0.321,0.37,0.313,0.336,0.419,136,14
1985,saxst01,Sax,Steve,LAN,NL,0.279,0.352,0.318,5,540,0.262,0.329,0.4,0.27,0.326,0.339,136,27
1988,sheetla01,Sheets,Larry,BAL,AL,0.23,0.302,0.343,4,357,0.259,0.324,0.387,0.289,0.338,0.508,136,30
1999,stanlmi02,Stanley,Mike,BOS,AL,0.281,0.393,0.466,13,355,0.277,0.351,0.445,0.271,0.369,0.459,136,41
1970,stargwi01,Stargell,Willie,PIT,NL,0.264,0.329,0.511,8,451,0.264,0.337,0.404,0.277,0.343,0.501,136,12
2000,stewash01,Stewart,Shannon,TOR,AL,0.319,0.363,0.518,5,508,0.276,0.351,0.448,0.288,0.37,0.41,136,42
2003,stewash01,Stewart,Shannon,TOR->MIN,AL->AL,0.307,0.364,0.459,8,508,0.269,0.339,0.432,0.302,0.369,0.446,136,45
1997,valenjo03,Valentin,Jose,ML4,AL,0.253,0.31,0.407,5,455,0.272,0.342,0.428,0.242,0.322,0.438,136,39
1990,vanslan01,Van Slyke,Andy,PIT,NL,0.284,0.367,0.465,8,497,0.263,0.33,0.394,0.267,0.343,0.445,136,32
2001,vaughgr01,Vaughn,Greg,TBA,AL,0.233,0.333,0.433,13,471,0.269,0.338,0.437,0.247,0.34,0.481,136,43
1992,vizquom01,Vizquel,Omar,SEA,AL,0.294,0.34,0.352,4,545,0.261,0.328,0.386,0.23,0.29,0.283,136,34
2002,walkela01,Walker,Larry,COL,NL,0.338,0.421,0.602,13,510,0.266,0.337,0.426,0.315,0.396,0.572,136,44
1974,whitero01,White,Roy,NYA,AL,0.275,0.367,0.393,9,549,0.261,0.329,0.377,0.269,0.362,0.407,136,16
1982,wilsowi02,Wilson,Willie,KCA,AL,0.332,0.365,0.431,5,485,0.266,0.329,0.397,0.306,0.341,0.392,136,24
1967,woodwwo01,Woodward,Woody,ATL,NL,0.226,0.287,0.27,4,298,0.251,0.317,0.373,0.238,0.286,0.295,136,9
1967,asprobo01,Aspromonte,Bob,HOU,NL,0.294,0.354,0.401,8,397,0.251,0.317,0.373,0.254,0.307,0.344,137,9
1997,baineha01,Baines,Harold,CHA->BAL,AL->AL,0.301,0.375,0.458,18,504,0.272,0.342,0.428,0.29,0.355,0.467,137,39
1988,barfije01,Barfield,Jesse,TOR,AL,0.244,0.302,0.425,8,448,0.259,0.324,0.387,0.271,0.341,0.493,137,30
1987,barrema02,Barrett,Marty,BOS,AL,0.293,0.351,0.351,5,415,0.268,0.337,0.425,0.281,0.344,0.364,137,29
1974,baylodo01,Baylor,Don,BAL,AL,0.272,0.341,0.382,3,552,0.261,0.329,0.377,0.27,0.346,0.422,137,16
1968,blefacu01,Blefary,Curt,BAL,AL,0.2,0.301,0.322,4,432,0.246,0.31,0.356,0.252,0.361,0.447,137,10
1977,bochtbr01,Bochte,Bruce,CAL->CLE,AL->AL,0.301,0.358,0.394,4,496,0.268,0.334,0.409,0.27,0.349,0.347,137,19
1985,bochtbr01,Bochte,Bruce,OAK,AL,0.295,0.367,0.439,11,496,0.262,0.329,0.4,0.284,0.36,0.397,137,27
1964,brandja01,Brandt,Jackie,BAL,AL,0.243,0.305,0.369,6,424,0.261,0.324,0.396,0.265,0.329,0.425,137,6
1987,butlebr01,Butler,Brett,CLE,AL,0.295,0.399,0.425,7,553,0.268,0.337,0.425,0.277,0.353,0.371,137,29
1997,caminke01,Caminiti,Ken,SDN,NL,0.29,0.389,0.508,11,474,0.272,0.342,0.428,0.273,0.338,0.429,137,39
1975,campabe01,Campaneris,Bert,OAK,AL,0.265,0.337,0.33,12,496,0.262,0.333,0.383,0.262,0.31,0.355,137,17
1972,cashno01,Cash,Norm,DET,AL,0.259,0.338,0.445,14,493,0.253,0.321,0.37,0.274,0.379,0.495,137,14
1966,caterda01,Cater,Danny,CHA->KC1,AL->AL,0.278,0.317,0.373,3,397,0.257,0.32,0.392,0.276,0.318,0.399,137,8
1980,cedence01,Cedeno,Cesar,HOU,NL,0.309,0.389,0.465,11,477,0.269,0.332,0.396,0.289,0.349,0.457,137,22
1998,coomero01,Coomer,Ron,MIN,AL,0.276,0.295,0.406,4,360,0.271,0.341,0.43,0.293,0.328,0.46,137,40
1991,danieka01,Daniels,Kal,LAN,NL,0.249,0.337,0.397,6,391,0.26,0.329,0.394,0.3,0.402,0.514,137,33
2002,daubabr01,Daubach,Brian,BOS,AL,0.266,0.348,0.464,4,378,0.266,0.337,0.426,0.266,0.339,0.498,137,44
1983,davisch01,Davis,Chili,SFN,NL,0.233,0.305,0.352,2,554,0.266,0.33,0.398,0.258,0.306,0.404,137,25
1984,davisch01,Davis,Chili,SFN,NL,0.315,0.368,0.507,3,554,0.265,0.328,0.393,0.247,0.306,0.382,137,26
1987,decindo01,DeCinces,Doug,CAL->SLN,AL->NL,0.234,0.335,0.392,13,501,0.268,0.337,0.425,0.261,0.329,0.45,137,29
1977,doylede01,Doyle,Denny,BOS,AL,0.24,0.289,0.308,8,441,0.268,0.334,0.409,0.252,0.295,0.317,137,19
2003,edmonji01,Edmonds,Jim,SLN,NL,0.275,0.385,0.617,11,493,0.269,0.339,0.432,0.295,0.38,0.524,137,45
2000,evereca01,Everett,Carl,BOS,AL,0.3,0.373,0.587,7,408,0.276,0.351,0.448,0.277,0.348,0.458,137,42
1963,foxne01,Fox,Nellie,CHA,AL,0.26,0.299,0.306,5,546,0.255,0.319,0.389,0.279,0.343,0.35,137,5
1987,gagnegr01,Gagne,Greg,MIN,AL,0.265,0.31,0.43,3,471,0.268,0.337,0.425,0.236,0.286,0.359,137,29
1996,gomezch02,Gomez,Chris,DET->SDN,AL->NL,0.257,0.347,0.333,4,355,0.276,0.347,0.438,0.239,0.309,0.366,137,38
1985,guerrpe01,Guerrero,Pedro,LAN,NL,0.32,0.422,0.577,7,436,0.262,0.329,0.4,0.303,0.366,0.5,137,27
1967,helmsto01,Helms,Tommy,CIN,NL,0.274,0.305,0.356,2,440,0.251,0.317,0.373,0.291,0.324,0.39,137,9
1974,helmsto01,Helms,Tommy,HOU,NL,0.279,0.313,0.363,9,440,0.261,0.329,0.377,0.27,0.3,0.343,137,16
1985,herndla01,Herndon,Larry,DET,AL,0.244,0.298,0.385,10,406,0.262,0.329,0.4,0.278,0.323,0.411,137,27
2004,jonesch06,Jones,Chipper,ATL,NL,0.248,0.362,0.485,10,663,0.272,0.342,0.439,0.309,0.404,0.541,137,46
1969,jonescl01,Jones,Cleon,NYN,NL,0.34,0.422,0.482,5,392,0.258,0.332,0.387,0.267,0.307,0.377,137,11
2001,kennead01,Kennedy,Adam,ANA,AL,0.27,0.318,0.372,3,467,0.269,0.338,0.437,0.264,0.298,0.403,137,43
1998,kentje01,Kent,Jeff,SFN,NL,0.297,0.359,0.555,7,568,0.271,0.341,0.43,0.269,0.324,0.455,137,40
1962,kirklwi01,Kirkland,Willie,CLE,AL,0.2,0.272,0.377,4,425,0.268,0.337,0.412,0.261,0.322,0.468,137,4
2001,knoblch01,Knoblauch,Chuck,NYA,AL,0.25,0.339,0.351,11,614,0.269,0.338,0.437,0.297,0.386,0.417,137,43
2003,konerpa01,Konerko,Paul,CHA,AL,0.234,0.305,0.399,6,545,0.269,0.339,0.432,0.287,0.348,0.483,137,45
1970,laboyco01,Laboy,Coco,MON,NL,0.199,0.254,0.299,2,273,0.264,0.337,0.404,0.258,0.308,0.409,137,12
2000,loftoke01,Lofton,Kenny,CLE,AL,0.278,0.369,0.422,10,549,0.276,0.351,0.448,0.31,0.384,0.429,137,42
1979,luzingr01,Luzinski,Greg,PHI,NL,0.252,0.343,0.427,9,537,0.27,0.335,0.406,0.289,0.368,0.501,137,21
1980,madlobi01,Madlock,Bill,PIT,NL,0.277,0.341,0.399,8,489,0.269,0.332,0.396,0.32,0.381,0.462,137,22
1967,matheed01,Mathews,Eddie,HOU->DET,NL->AL,0.236,0.333,0.392,9,563,0.251,0.317,0.373,0.27,0.376,0.495,137,9
1979,maybejo01,Mayberry,John,TOR,AL,0.274,0.372,0.461,10,495,0.27,0.335,0.406,0.254,0.362,0.436,137,21
1980,mcbriba01,McBride,Bake,PHI,NL,0.309,0.342,0.453,8,380,0.269,0.332,0.396,0.298,0.35,0.421,137,22
1988,mcgeewi01,McGee,Willie,SLN,NL,0.292,0.329,0.372,7,453,0.259,0.324,0.387,0.296,0.328,0.414,137,30
1962,mcmilro01,McMillan,Roy,ML1,NL,0.246,0.336,0.35,4,423,0.268,0.337,0.412,0.235,0.312,0.346,137,4
1972,mcmulke01,McMullen,Ken,CAL,AL,0.269,0.335,0.369,10,380,0.253,0.321,0.37,0.248,0.315,0.382,137,14
1995,mcraebr01,McRae,Brian,CHN,NL,0.288,0.348,0.44,6,569,0.272,0.344,0.427,0.262,0.313,0.372,137,37
1993,merceor01,Merced,Orlando,PIT,NL,0.313,0.414,0.443,3,377,0.27,0.338,0.413,0.26,0.35,0.388,137,35
1992,millira01,Milligan,Randy,BAL,AL,0.24,0.383,0.361,5,371,0.261,0.328,0.386,0.262,0.39,0.443,137,34
1974,milnejo01,Milner,John,NYN,NL,0.252,0.337,0.408,3,362,0.261,0.329,0.377,0.237,0.331,0.424,137,16
1976,mondari01,Monday,Rick,CHN,NL,0.272,0.346,0.507,10,395,0.26,0.325,0.369,0.267,0.365,0.434,137,18
1978,moneydo01,Money,Don,ML4,AL,0.293,0.361,0.44,10,461,0.262,0.329,0.387,0.263,0.326,0.403,137,20
1986,murraed02,Murray,Eddie,BAL,AL,0.305,0.396,0.463,10,610,0.262,0.331,0.404,0.298,0.373,0.509,137,28
2001,oneilpa01,O'Neill,Paul,NYA,AL,0.267,0.33,0.459,15,555,0.269,0.338,0.437,0.289,0.365,0.471,137,43
1975,perezto01,Perez,Tony,CIN,NL,0.282,0.35,0.466,11,493,0.262,0.333,0.383,0.285,0.348,0.485,137,17
2003,pierzaj01,Pierzynski,A.J.,MIN,AL,0.312,0.36,0.464,4,409,0.269,0.339,0.432,0.295,0.332,0.438,137,45
2004,posadjo01,Posada,Jorge,NYA,AL,0.272,0.4,0.481,8,500,0.272,0.342,0.439,0.27,0.375,0.474,137,46
1995,puckeki01,Puckett,Kirby,MIN,AL,0.314,0.379,0.515,12,651,0.272,0.344,0.427,0.318,0.358,0.474,137,37
1983,puhlte01,Puhl,Terry,HOU,NL,0.292,0.343,0.428,7,361,0.266,0.33,0.398,0.279,0.346,0.382,137,25
1969,reichri01,Reichardt,Rick,CAL,AL,0.254,0.319,0.371,5,366,0.258,0.332,0.387,0.264,0.33,0.418,137,11
1976,rivermi01,Rivers,Mickey,NYA,AL,0.312,0.327,0.432,6,425,0.26,0.325,0.369,0.28,0.33,0.365,137,18
1993,rodriiv01,Rodriguez,Ivan,TEX,AL,0.273,0.315,0.412,3,514,0.27,0.338,0.413,0.261,0.291,0.357,137,35
1972,rojasco01,Rojas,Cookie,KCA,AL,0.261,0.315,0.331,11,424,0.253,0.321,0.37,0.263,0.304,0.336,137,14
2001,salmoti01,Salmon,Tim,ANA,AL,0.227,0.365,0.383,10,523,0.269,0.338,0.437,0.291,0.394,0.527,137,43
1989,samueju01,Samuel,Juan,PHI->NYN,NL->NL,0.235,0.303,0.335,7,415,0.259,0.325,0.384,0.264,0.309,0.442,137,31
1998,sorrepa01,Sorrento,Paul,TBA,AL,0.225,0.313,0.405,9,389,0.271,0.341,0.43,0.264,0.344,0.472,137,40
2003,sosasa01,Sosa,Sammy,CHN,NL,0.279,0.358,0.553,15,563,0.269,0.339,0.432,0.278,0.348,0.546,137,45
1999,spraged02,Sprague,Ed,PIT,NL,0.267,0.352,0.465,9,416,0.277,0.351,0.445,0.242,0.312,0.41,137,41
1975,stantle01,Stanton,Leroy,CAL,AL,0.261,0.345,0.416,4,408,0.262,0.333,0.383,0.252,0.307,0.387,137,17
1986,vanslan01,Van Slyke,Andy,SLN,NL,0.27,0.343,0.452,4,497,0.262,0.331,0.404,0.255,0.348,0.41,137,28
2004,varitja01,Varitek,Jason,BOS,AL,0.296,0.39,0.482,7,438,0.272,0.342,0.439,0.265,0.338,0.444,137,46
1966,versazo01,Versalles,Zoilo,MIN,AL,0.249,0.307,0.346,8,461,0.257,0.32,0.392,0.259,0.303,0.408,137,8
1991,walkela01,Walker,Larry,MON,NL,0.29,0.349,0.458,2,510,0.26,0.329,0.394,0.234,0.32,0.408,137,33
1995,weisswa01,Weiss,Walt,COL,NL,0.26,0.403,0.321,8,417,0.272,0.344,0.427,0.25,0.33,0.306,137,37
2003,whitero02,White,Rondell,SDN->KCA,NL->AL,0.289,0.341,0.488,11,414,0.269,0.339,0.432,0.288,0.343,0.471,137,45
1966,whitffr01,Whitfield,Fred,CLE,AL,0.241,0.283,0.44,5,273,0.257,0.32,0.392,0.273,0.307,0.484,137,8
1983,wilsowi02,Wilson,Willie,KCA,AL,0.276,0.316,0.352,6,485,0.266,0.33,0.398,0.312,0.347,0.401,137,25
1976,winfida01,Winfield,Dave,SDN,NL,0.283,0.366,0.431,4,561,0.26,0.325,0.369,0.267,0.336,0.416,137,18
1960,adcocjo01,Adcock,Joe,ML1,NL,0.298,0.354,0.5,2,433,0.265,0.335,0.407,0.292,0.339,0.535,138,2
1978,almonbi01,Almon,Bill,SDN,NL,0.252,0.308,0.309,3,278,0.262,0.329,0.387,0.265,0.304,0.338,138,20
1982,armasto01,Armas,Tony,OAK,AL,0.233,0.275,0.433,6,422,0.266,0.329,0.397,0.255,0.29,0.433,138,24
1986,balbost01,Balboni,Steve,KCA,AL,0.229,0.286,0.451,5,344,0.262,0.331,0.404,0.238,0.304,0.465,138,28
1961,bankser01,Banks,Ernie,CHN,NL,0.278,0.346,0.507,3,544,0.268,0.34,0.418,0.288,0.362,0.575,138,3
1995,bellja01,Bell,Jay,PIT,NL,0.262,0.336,0.404,9,492,0.272,0.344,0.427,0.268,0.337,0.395,138,37
2000,beltrad01,Beltre,Adrian,LAN,NL,0.29,0.36,0.475,3,544,0.276,0.351,0.448,0.259,0.333,0.412,138,42
1993,bordepa01,Borders,Pat,TOR,AL,0.254,0.285,0.371,6,209,0.27,0.338,0.413,0.258,0.293,0.405,138,35
1992,brunato01,Brunansky,Tom,BOS,AL,0.266,0.354,0.445,11,551,0.261,0.328,0.386,0.247,0.328,0.437,138,34
2002,burksel01,Burks,Ellis,CLE,AL,0.301,0.362,0.541,16,453,0.266,0.337,0.426,0.292,0.364,0.512,138,44
2001,cirilje01,Cirillo,Jeff,COL,NL,0.313,0.364,0.473,8,488,0.269,0.338,0.437,0.311,0.386,0.457,138,43
1969,clemero01,Clemente,Roberto,PIT,NL,0.345,0.411,0.544,11,578,0.258,0.332,0.387,0.324,0.367,0.489,138,11
1965,conigto01,Conigliaro,Tony,BOS,AL,0.269,0.338,0.512,2,447,0.255,0.322,0.389,0.29,0.354,0.53,138,7
2004,coraal01,Cora,Alex,LAN,NL,0.264,0.364,0.38,6,362,0.272,0.342,0.439,0.241,0.301,0.344,138,46
1992,davisch01,Davis,Chili,MIN,AL,0.288,0.386,0.439,11,554,0.261,0.328,0.386,0.268,0.345,0.431,138,34
1984,dawsoan01,Dawson,Andre,MON,NL,0.248,0.301,0.409,9,512,0.265,0.328,0.393,0.287,0.331,0.489,138,26
1989,dunstsh01,Dunston,Shawon,CHN,NL,0.278,0.32,0.403,5,346,0.259,0.325,0.384,0.25,0.278,0.38,138,31
1972,epstemi01,Epstein,Mike,OAK,AL,0.27,0.376,0.49,6,424,0.253,0.321,0.37,0.247,0.366,0.432,138,14
1998,fernato01,Fernandez,Tony,TOR,AL,0.321,0.387,0.459,14,545,0.271,0.341,0.43,0.282,0.338,0.392,138,40
1983,fiskca01,Fisk,Carlton,CHA,AL,0.289,0.355,0.518,13,427,0.266,0.33,0.398,0.281,0.354,0.464,138,25
